,College,Credits,Instructor,CourseSubject,ClassID,SectionNumber,CourseName,Cost,TimeOfCourse,CourseBuilding,CourseRoom,ClassDays,Dates,WeeksInSemester,Semester,Year,Location,Website,UncgID,UncgTitle
9982,Guilford Technical Community College,4.0,To be Announced,SRV,110,FGB01 (2455),Surveying I,$304,06:00PM - 06:50PM, Tech Education Center (TEC), 00354 ,"Tuesday, Thursday",01/11/2021-05/07/2021,17,Spring,2021,Greensboro Campus,https://www.gtcc.edu/,No equivalency found,No equivalency found
9983,Guilford Technical Community College,4.0,T. Garraway,SRV,210,FGB01 (0009),Surveying III,$304,03:30PM - 04:20PM, Tech Education Center (TEC), 00354 ,"Monday, Wednesday",01/11/2021-05/07/2021,17,Spring,2021,Greensboro Campus,https://www.gtcc.edu/,No equivalency found,No equivalency found
9984,Guilford Technical Community College,3.0,T. Garraway,SRV,220,FON01 (0010),Surveying Law,$228,No time given,TBA,Online,Days to be Announced,01/11/2021-05/07/2021,17,Spring,2021,Online,https://www.gtcc.edu/,No equivalency found,No equivalency found
9985,Guilford Technical Community College,4.0,To be Announced,SRV,240,FGB01 (0011),Topo/Site Surveying,$304,06:00PM - 06:50PM, Tech Education Center (TEC), 00354 ,"Monday, Wednesday",01/11/2021-05/07/2021,17,Spring,2021,Greensboro Campus,https://www.gtcc.edu/,No equivalency found,No equivalency found
9986,Guilford Technical Community College,3.75,To be Announced,SUR,122AB,FJB01 (3059),Surgical Procedures I,$285,09:00AM - 10:15AM, Hassell Health Technologies, 00301 ,"Monday, Wednesday",01/11/2021-05/07/2021,17,Spring,2021,Jamestown Campus,https://www.gtcc.edu/,No equivalency found,No equivalency found
9987,Guilford Technical Community College,3.75,To be Announced,SUR,122AB,FJB02 (3060),Surgical Procedures I,$285,09:00AM - 10:15AM, Hassell Health Technologies, 00301 ,"Monday, Wednesday",01/11/2021-05/07/2021,17,Spring,2021,Jamestown Campus,https://www.gtcc.edu/,No equivalency found,No equivalency found
9988,Guilford Technical Community College,3.75,To be Announced,SUR,122AB,FJB04 (3061),Surgical Procedures I,$285,09:00AM - 10:15AM, Hassell Health Technologies, 00301 ,"Monday, Wednesday",01/11/2021-05/07/2021,17,Spring,2021,Jamestown Campus,https://www.gtcc.edu/,No equivalency found,No equivalency found
9989,Guilford Technical Community College,4.0,To be Announced,SUR,123AB,FOT01 (3053),Sur Clinical Practice I,$304,No time given,TBA, SITE,Days to be Announced,01/11/2021-05/07/2021,17,Spring,2021,Online,https://www.gtcc.edu/,No equivalency found,No equivalency found
9990,Guilford Technical Community College,2.0,To be Announced,SUR,211,FON01 (0017),Adv Theoretical Concepts,$152,No time given,TBA,Online,Days to be Announced,01/11/2021-05/07/2021,17,Spring,2021,Online,https://www.gtcc.edu/,No equivalency found,No equivalency found
9991,Guilford Technical Community College,2.0,To be Announced,TRF,125,FGT01 (0018),Turfgrass Computer App,$152,05:00PM - 05:54PM, Tech Education Center (TEC), 00231 ,Monday,01/11/2021-05/07/2021,17,Spring,2021,Greensboro Campus,https://www.gtcc.edu/,No equivalency found,No equivalency found
9992,Guilford Technical Community College,3.0,To be Announced,TRF,210,FGB01 (0019),Turfgrass Eqmt Mgmt,$228,05:30PM - 09:10PM, Tech Education Center (TEC), 00231 ,Thursday,01/11/2021-05/07/2021,17,Spring,2021,Greensboro Campus,https://www.gtcc.edu/,No equivalency found,No equivalency found
9993,Guilford Technical Community College,3.0,To be Announced,TRF,240,FGT01 (0020),Turfgrass Pest Control,$228,01:00PM - 02:50PM, Tech Education Center (TEC), 00231 ,Wednesday,01/11/2021-05/07/2021,17,Spring,2021,Greensboro Campus,https://www.gtcc.edu/,No equivalency found,No equivalency found
9994,Guilford Technical Community College,4.0,To be Announced,TRF,260,FGT01 (0021),Adv Turfgrass Mgmt,$304,05:00PM - 07:40PM, Tech Education Center (TEC), 00231 ,Wednesday,01/11/2021-05/07/2021,17,Spring,2021,Greensboro Campus,https://www.gtcc.edu/,No equivalency found,No equivalency found
9995,Guilford Technical Community College,3.0,R. Morris,TRN,130,MJGE1 (0022),Intro to Sustainable Transp,$228,08:00AM - 09:29AM, Center for Adv Manufacturing, 1709 ,"Monday, Tuesday, Wednesday, Thursday, Friday",01/11/2021-02/04/2021,3,Spring,2021,Jamestown Campus,https://www.gtcc.edu/,No equivalency found,No equivalency found
9996,Guilford Technical Community College,3.0,D. Washburn,TRN,130,MJGE2 (0023),Intro to Sustainable Transp,$228,05:30PM - 07:54PM, Center for Adv Manufacturing, 1709 ,"Monday, Tuesday, Wednesday, Thursday",01/11/2021-02/01/2021,3,Spring,2021,Jamestown Campus,https://www.gtcc.edu/,No equivalency found,No equivalency found
9997,Guilford Technical Community College,2.0,To be Announced,TRN,140,FJT03 (0024),Transp Climate Control,$152,05:30PM - 06:24PM, Center for Adv Manufacturing, 1709 ,Monday,01/11/2021-05/07/2021,17,Spring,2021,Jamestown Campus,https://www.gtcc.edu/,No equivalency found,No equivalency found
9998,Guilford Technical Community College,2.0,R. Morris,TRN,140,MJGE1 (0025),Transp Climate Control,$152,08:00AM - 08:35AM, Center for Adv Manufacturing, 1709 ,"Monday, Tuesday, Wednesday, Thursday, Friday",03/29/2021-04/29/2021,4,Spring,2021,Jamestown Campus,https://www.gtcc.edu/,No equivalency found,No equivalency found
9999,Guilford Technical Community College,2.0,C. Lindsay,TRN,140,MJGE2 (0026),Transp Climate Control,$152,05:30PM - 06:07PM, Center for Adv Manufacturing, 1709 ,"Monday, Tuesday, Wednesday, Thursday",03/31/2021-05/06/2021,5,Spring,2021,Jamestown Campus,https://www.gtcc.edu/,No equivalency found,No equivalency found
10000,Guilford Technical Community College,2.0,R. Morris,TRN,140A,MJGE1 (0027),Transp Climate Cont Lab,$152,09:55AM - 10:30AM, Center for Adv Manufacturing, 1709 ,"Monday, Tuesday, Wednesday, Thursday, Friday",03/29/2021-04/29/2021,4,Spring,2021,Jamestown Campus,https://www.gtcc.edu/,No equivalency found,No equivalency found
10001,Guilford Technical Community College,2.0,C. Lindsay,TRN,140A,MJGE2 (0028),Transp Climate Cont Lab,$152,07:25PM - 08:02PM, Center for Adv Manufacturing, 1709 ,"Monday, Tuesday, Wednesday, Thursday",03/31/2021-05/06/2021,5,Spring,2021,Jamestown Campus,https://www.gtcc.edu/,No equivalency found,No equivalency found
10002,Guilford Technical Community College,1.0,J. Adkins,WBL,111,FOCM1 (0029),Work-Based Learning I,$76,No time given,TBA, SITE,Days to be Announced,01/11/2021-05/07/2021,17,Spring,2021,Online,https://www.gtcc.edu/,No equivalency found,No equivalency found
10003,Guilford Technical Community College,1.0,To be Announced,WBL,111,FOCU1 (0031),Work-Based Learning I,$76,No time given,TBA, SITE,Days to be Announced,01/11/2021-05/07/2021,17,Spring,2021,Online,https://www.gtcc.edu/,No equivalency found,No equivalency found
10004,Guilford Technical Community College,1.0,I. Johnson,WBL,111,FOET1 (0032),Work-Based Learning I,$76,No time given,TBA, SITE,Days to be Announced,01/11/2021-05/07/2021,17,Spring,2021,Online,https://www.gtcc.edu/,No equivalency found,No equivalency found
10005,Guilford Technical Community College,1.0,To be Announced,WBL,111,FOPL1 (0034),Work-Based Learning I,$76,No time given,TBA, SITE,Days to be Announced,01/11/2021-05/07/2021,17,Spring,2021,Online,https://www.gtcc.edu/,No equivalency found,No equivalency found
10006,Guilford Technical Community College,2.0,"D. Gunter, L. Bargebuhr",WBL,112,FOGP1 (0035),Work-Based Learning I,$152,No time given,TBA, SITE,Days to be Announced,01/11/2021-05/07/2021,17,Spring,2021,Online,https://www.gtcc.edu/,No equivalency found,No equivalency found
10007,Guilford Technical Community College,1.0,W. Raines,WBL,121,FOCJ1 (0036),Work-Based Learning II,$76,No time given,TBA, SITE,Days to be Announced,01/11/2021-05/07/2021,17,Spring,2021,Online,https://www.gtcc.edu/,No equivalency found,No equivalency found
10008,Guilford Technical Community College,1.0,To be Announced,WBL,121,FOCU1 (0037),Work-Based Learning II,$76,No time given,TBA, SITE,Days to be Announced,01/11/2021-05/07/2021,17,Spring,2021,Online,https://www.gtcc.edu/,No equivalency found,No equivalency found
10009,Guilford Technical Community College,1.0,J. Linn,WBL,121,FOHS3 (0038),Work-Based Learning II,$76,No time given,TBA, SITE,Days to be Announced,01/11/2021-05/07/2021,17,Spring,2021,Online,https://www.gtcc.edu/,No equivalency found,No equivalency found
10010,Guilford Technical Community College,2.0,C. Lindsay,WBL,122,FOFD1 (0039),Work-Based Learning II,$152,No time given,TBA, SITE,Days to be Announced,01/11/2021-05/07/2021,17,Spring,2021,Online,https://www.gtcc.edu/,No equivalency found,No equivalency found
10011,Guilford Technical Community College,1.0,J. Linn,WBL,125,FHHS3 (0040),Work-Based Learning Seminar II,$76,01:00PM - 01:55PM, High Point Center #5, 00324,Monday,01/11/2021-05/03/2021,16,Spring,2021,High Point Campus,https://www.gtcc.edu/,No equivalency found,No equivalency found
10012,Guilford Technical Community College,1.0,W. Raines,WBL,125,FJCJ1 (0041),Work-Based Learning Seminar II,$76,08:00AM - 08:50AM, Public Safety, 00208,Tuesday,01/12/2021-05/04/2021,16,Spring,2021,Jamestown Campus,https://www.gtcc.edu/,No equivalency found,No equivalency found
10013,Guilford Technical Community College,1.0,"D. Gunter, L. Bargebuhr",WBL,131,FOGP1 (0042),Work-Based Learning III,$76,No time given,TBA, SITE,Days to be Announced,01/11/2021-05/07/2021,17,Spring,2021,Online,https://www.gtcc.edu/,No equivalency found,No equivalency found
10014,Guilford Technical Community College,1.0,To be Announced,WBL,131,FOHR1 (0043),Work-Based Learning III,$76,No time given,TBA, SITE,Days to be Announced,01/11/2021-05/07/2021,17,Spring,2021,Online,https://www.gtcc.edu/,No equivalency found,No equivalency found
10015,Guilford Technical Community College,3.0,P. Drummond,ART,118,FJB01 (2968),Art by Women,$228,12:00PM - 12:50PM, Gerrald Hall, 00205 ,"Tuesday, Thursday",01/11/2021-05/07/2021,17,Spring,2021,Jamestown Campus,https://www.gtcc.edu/,No equivalency found,No equivalency found
10016,Guilford Technical Community College,3.0,P. Drummond,ART,118,FON02 (2509),Art by Women,$228,No time given,TBA,Online,Days to be Announced,01/11/2021-05/07/2021,17,Spring,2021,Online,https://www.gtcc.edu/,No equivalency found,No equivalency found
10017,Guilford Technical Community College,3.0,P. Drummond,ART,121,FJB01 (8645),Two-Dimensional Design,$228,09:00AM - 11:30AM, Gerrald Hall, 00213 ,"Monday, Wednesday",01/11/2021-05/07/2021,17,Spring,2021,Jamestown Campus,https://www.gtcc.edu/,No equivalency found,No equivalency found
10018,Guilford Technical Community College,3.0,P. Drummond,ART,121,FJB02 (2510),Two-Dimensional Design,$228,09:00AM - 11:30AM, Gerrald Hall, 00213 ,"Tuesday, Thursday",01/11/2021-05/07/2021,17,Spring,2021,Jamestown Campus,https://www.gtcc.edu/,No equivalency found,No equivalency found
10019,Guilford Technical Community College,3.0,W. Bailey,ART,122,FJB01 (2511),Three-Dimensional Design,$228,01:00PM - 03:45PM, Gerrald Hall, 00213 ,Wednesday,01/11/2021-05/07/2021,17,Spring,2021,Jamestown Campus,https://www.gtcc.edu/,No equivalency found,No equivalency found
10020,Guilford Technical Community College,3.0,W. Bailey,ART,122,FJW01 (8646),Three-Dimensional Design,$228,01:00PM - 03:45PM, Gerrald Hall, 00213 ,Monday,01/11/2021-05/07/2021,17,Spring,2021,Jamestown Campus,https://www.gtcc.edu/,No equivalency found,No equivalency found
10021,Guilford Technical Community College,3.0,J. Rattley,ART,131,FGB01 (2961),Drawing I,$228,01:00PM - 03:30PM, Tech Education Center (TEC), 00221 ,"Monday, Wednesday",01/11/2021-05/07/2021,17,Spring,2021,Greensboro Campus,https://www.gtcc.edu/,No equivalency found,No equivalency found
10022,Guilford Technical Community College,3.0,D. Watson,ART,131,FJB01 (8648),Drawing I,$228,09:00AM - 11:30AM, Gerrald Hall, 00215 ,"Tuesday, Thursday",01/11/2021-05/07/2021,17,Spring,2021,Jamestown Campus,https://www.gtcc.edu/,No equivalency found,No equivalency found
10023,Guilford Technical Community College,3.0,D. Watson,ART,131,FJB03 (8650),Drawing I,$228,06:00PM - 08:30PM, Gerrald Hall, 00215 ,"Monday, Wednesday",01/11/2021-05/07/2021,17,Spring,2021,Jamestown Campus,https://www.gtcc.edu/,No equivalency found,No equivalency found
10024,Guilford Technical Community College,3.0,D. Cason,ART,131,FJB04 (8651),Drawing I,$228,01:00PM - 03:30PM, Gerrald Hall, 00201 ,"Tuesday, Thursday",01/11/2021-05/07/2021,17,Spring,2021,Jamestown Campus,https://www.gtcc.edu/,No equivalency found,No equivalency found
10025,Guilford Technical Community College,3.0,To be Announced,ART,131,FJB05 (2962),Drawing I,$228,09:00AM - 11:30AM, Gerrald Hall, 00215 ,"Monday, Wednesday",01/11/2021-05/07/2021,17,Spring,2021,Jamestown Campus,https://www.gtcc.edu/,No equivalency found,No equivalency found
10026,Guilford Technical Community College,3.0,J. Snyder,ART,131,FJT02 (8649),Drawing I,$228,01:00PM - 03:45PM, Gerrald Hall, 00215,"Monday, Wednesday",01/11/2021-05/05/2021,16,Spring,2021,Jamestown Campus,https://www.gtcc.edu/,No equivalency found,No equivalency found
10027,Guilford Technical Community College,3.0,D. Cason,ART,132,FJB01 (8653),Drawing II,$228,09:00AM - 11:30AM, Gerrald Hall, 00201 ,"Tuesday, Thursday",01/11/2021-05/07/2021,17,Spring,2021,Jamestown Campus,https://www.gtcc.edu/,No equivalency found,No equivalency found
10028,Guilford Technical Community College,3.0,D. Watson,ART,215,FJB01 (2512),Visual Art Portfolio,$228,04:00PM - 05:15PM, Gerrald Hall, 00205 ,"Tuesday, Thursday",01/11/2021-05/07/2021,17,Spring,2021,Jamestown Campus,https://www.gtcc.edu/,No equivalency found,No equivalency found
10029,Guilford Technical Community College,3.0,D. Cason,ART,241,FJB01 (2963),Painting II,$228,09:00AM - 11:30AM, Gerrald Hall, 00201 ,"Monday, Wednesday",01/11/2021-05/07/2021,17,Spring,2021,Jamestown Campus,https://www.gtcc.edu/,ART 000,ART ELECTIVE
10030,Guilford Technical Community College,3.0,P. Drummond,ART,265,FJW01 (2514),Digital Photography II,$228,01:00PM - 03:45PM, Gerrald Hall, 00205 ,Monday,01/11/2021-05/07/2021,17,Spring,2021,Jamestown Campus,https://www.gtcc.edu/,ART 000,ART ELECTIVE
10031,Guilford Technical Community College,3.0,To be Announced,ART,281,FJB01 (8655),Sculpture I,$228,01:00PM - 03:30PM, Gerrald Hall, 00213 ,"Tuesday, Thursday",01/11/2021-05/07/2021,17,Spring,2021,Jamestown Campus,https://www.gtcc.edu/,ART 000,ART ELECTIVE
10032,Guilford Technical Community College,3.0,W. Bailey,ART,283,FJB01 (2515),Ceramics I,$228,01:00PM - 03:30PM, Gerrald Hall, 00217 ,"Tuesday, Thursday",01/11/2021-05/07/2021,17,Spring,2021,Jamestown Campus,https://www.gtcc.edu/,ART 000,ART ELECTIVE
10033,Guilford Technical Community College,3.0,To be Announced,ART,283,FJB02 (2516),Ceramics I,$228,06:00PM - 08:30PM, Gerrald Hall, 00217 ,"Tuesday, Thursday",01/11/2021-05/07/2021,17,Spring,2021,Jamestown Campus,https://www.gtcc.edu/,ART 000,ART ELECTIVE
10034,Guilford Technical Community College,3.0,D. Reed,ASM,114,MAT02 (3062),Aerostructure Composites,$228,08:00AM - 09:00AM, Ceasar Cone II Aviation Bldg, 00307 ,"Monday, Tuesday, Wednesday, Thursday, Friday",01/11/2021-01/26/2021,2,Spring,2021,Aviation Center,https://www.gtcc.edu/,No equivalency found,No equivalency found
10035,Guilford Technical Community College,1.0,To be Announced,WBL,211,FOHR1 (0044),Work-Based Learning IV,$76,No time given,TBA, SITE,Days to be Announced,01/11/2021-05/07/2021,17,Spring,2021,Online,https://www.gtcc.edu/,No equivalency found,No equivalency found
10036,Guilford Technical Community College,1.0,To be Announced,WBL,211,FOHS1 (0045),Work-Based Learning IV,$76,No time given,TBA, SITE,Days to be Announced,01/11/2021-05/07/2021,17,Spring,2021,Online,https://www.gtcc.edu/,No equivalency found,No equivalency found
10037,Guilford Technical Community College,1.0,To be Announced,WBL,215,FHHS1 (0046),Work-Based Learning Seminar IV,$76,02:00PM - 02:50PM, High Point Center #5, 00322,Wednesday,01/13/2021-05/05/2021,16,Spring,2021,High Point Campus,https://www.gtcc.edu/,No equivalency found,No equivalency found
10038,Guilford Technical Community College,2.0,J. Faircloth,WBL,222,FJGE1 (0047),Work-Based Learning V,$152,No time given,TBA, SITE,Days to be Announced,01/11/2021-05/07/2021,17,Spring,2021,Online,https://www.gtcc.edu/,No equivalency found,No equivalency found
10039,Guilford Technical Community College,2.0,J. Thornton,WBL,222,FOFD1 (0048),Work-Based Learning V,$152,No time given,TBA, SITE,Days to be Announced,01/11/2021-05/07/2021,17,Spring,2021,Online,https://www.gtcc.edu/,No equivalency found,No equivalency found
10040,Guilford Technical Community College,3.0,R. Spratling,WEB,115,FON01 (0049),Web Markup and Scripting,$228,No time given,TBA,Online,Days to be Announced,01/11/2021-05/07/2021,17,Spring,2021,Online,https://www.gtcc.edu/,No equivalency found,No equivalency found
10041,Guilford Technical Community College,3.0,J. Main,WEB,120,FON01 (0050),Intro to Internet Multimedia,$228,No time given,TBA,Online,Days to be Announced,01/11/2021-05/07/2021,17,Spring,2021,Online,https://www.gtcc.edu/,No equivalency found,No equivalency found
10042,Guilford Technical Community College,3.0,J. Main,WEB,125,FON01 (0051),Mobile Web Design,$228,No time given,TBA,Online,Days to be Announced,01/11/2021-05/07/2021,17,Spring,2021,Online,https://www.gtcc.edu/,No equivalency found,No equivalency found
10043,Guilford Technical Community College,3.0,J. Main,WEB,182,FJB01 (0052),PHP Programming,$228,10:30AM - 11:50AM, Applied Technologies, 00227 ,Tuesday,01/11/2021-05/07/2021,17,Spring,2021,Jamestown Campus,https://www.gtcc.edu/,No equivalency found,No equivalency found
10044,Guilford Technical Community College,3.0,J. Thompson,WEB,182,FON01 (0053),PHP Programming,$228,No time given,TBA,Online,Days to be Announced,01/11/2021-05/07/2021,17,Spring,2021,Online,https://www.gtcc.edu/,No equivalency found,No equivalency found
10045,Guilford Technical Community College,3.0,J. Main,WEB,214,FJB01 (2545),Social Media,$228,12:00PM - 12:50PM, Applied Technologies, 00227 ,"Monday, Wednesday",01/11/2021-05/07/2021,17,Spring,2021,Jamestown Campus,https://www.gtcc.edu/,No equivalency found,No equivalency found
10046,Guilford Technical Community College,3.0,J. Main,WEB,214,FON01 (0054),Social Media,$228,No time given,TBA,Online,Days to be Announced,01/11/2021-05/07/2021,17,Spring,2021,Online,https://www.gtcc.edu/,No equivalency found,No equivalency found
10047,Guilford Technical Community College,3.0,R. Spratling,WEB,214,FON02 (0055),Social Media,$228,No time given,TBA,Online,Days to be Announced,01/11/2021-05/07/2021,17,Spring,2021,Online,https://www.gtcc.edu/,No equivalency found,No equivalency found
10048,Guilford Technical Community College,2.0,J. Main,WEB,287,FON01 (0056),Web E-Portfolio,$152,No time given,TBA,Online,Days to be Announced,01/11/2021-05/07/2021,17,Spring,2021,Online,https://www.gtcc.edu/,No equivalency found,No equivalency found
10049,Guilford Technical Community College,2.0,"J. Hayden, Z. Downey",WLD,110,FJT01 (0057),Cutting Processes,$152,01:00PM - 01:25PM, Center for Adv Manufacturing, 1535 ,"Tuesday, Thursday",01/11/2021-05/07/2021,17,Spring,2021,Jamestown Campus,https://www.gtcc.edu/,No equivalency found,No equivalency found
