college,section,credits,instructor,dates,location
Durham Technical Community College,CHM-252-130 (0903) Organic Chemistry II,4,A. Scribner,"01/11/2021-05/08/2021 Online Class Days to be Announced, Times to be AnnouncedOnline, Room ONLINE
01/11/2021-05/08/2021 Online Lab Days to be Announced, Times to be AnnouncedOnline, Room ONLINE",Internet/Distance Learning
Durham Technical Community College,CHM-252-131 (0904) Organic Chemistry II,4,A. Scribner,"01/11/2021-05/08/2021 Online Class Days to be Announced, Times to be AnnouncedOnline, Room ONLINE
01/11/2021-05/08/2021 Online Lab Days to be Announced, Times to be AnnouncedOnline, Room ONLINE",Internet/Distance Learning
Durham Technical Community College,CHM-271-190 (2249) Biochemical Principles,3,J. Magliocca,"01/11/2021-05/08/2021 Online Class Days to be Announced, Times to be AnnouncedOnline, Room ONLINE",Internet/Distance Learning
Durham Technical Community College,CIS-110-101 (0905) Introduction to Computers,3,B. Monahan,"01/11/2021-05/08/2021 Online Class Days to be Announced, Times to be AnnouncedOnline, Room ONLINE
01/11/2021-05/08/2021 Online Lab Days to be Announced, Times to be AnnouncedOnline, Room ONLINE",Internet/Distance Learning
Durham Technical Community College,CIS-110-102 (0906) Introduction to Computers,3,B. Monahan,"01/11/2021-05/08/2021 Online Class Days to be Announced, Times to be AnnouncedOnline, Room ONLINE
01/11/2021-05/08/2021 Online Lab Days to be Announced, Times to be AnnouncedOnline, Room ONLINE",Internet/Distance Learning
Durham Technical Community College,CIS-110-103 (0907) Introduction to Computers,3,H. Holloway,"01/11/2021-05/08/2021 Online Class Days to be Announced, Times to be AnnouncedOnline, Room ONLINE
01/11/2021-05/08/2021 Online Lab Days to be Announced, Times to be AnnouncedOnline, Room ONLINE",Internet/Distance Learning
Durham Technical Community College,CIS-110-104 (0908) Introduction to Computers,3,H. Holloway,"01/11/2021-05/08/2021 Online Class Days to be Announced, Times to be AnnouncedOnline, Room ONLINE
01/11/2021-05/08/2021 Online Lab Days to be Announced, Times to be AnnouncedOnline, Room ONLINE",Internet/Distance Learning
Durham Technical Community College,CIS-110-105 (0909) Introduction to Computers,3,"S. Rakes, J. Hurlburt","01/11/2021-05/08/2021 Online Class Days to be Announced, Times to be AnnouncedOnline, Room ONLINE
01/11/2021-05/08/2021 Online Lab Days to be Announced, Times to be AnnouncedOnline, Room ONLINE",Internet/Distance Learning
Durham Technical Community College,CIS-110-106 (0910) Introduction to Computers,3,"S. Rakes, K. Green","01/11/2021-05/08/2021 Online Class Days to be Announced, Times to be AnnouncedOnline, Room ONLINE
01/11/2021-05/08/2021 Online Lab Days to be Announced, Times to be AnnouncedOnline, Room ONLINE",Internet/Distance Learning
Durham Technical Community College,CIS-110-132 (0911) Introduction to Computers,3,L. Harris,"01/11/2021-05/08/2021 Online Class Tuesday 05:45PM - 07:25PM, Online, Room ONLINE
01/11/2021-05/08/2021 Online Lab Thursday 05:45PM - 07:25PM, Online, Room ONLINE",Internet/Distance Learning
Durham Technical Community College,CIS-110-190 (0912) Introduction to Computers,3,T. Sobers,"01/11/2021-05/08/2021 Online Class Days to be Announced, Times to be AnnouncedOnline, Room ONLINE
01/11/2021-05/08/2021 Online Lab Days to be Announced, Times to be AnnouncedOnline, Room ONLINE",Internet/Distance Learning
Durham Technical Community College,CIS-110-191 (0913) Introduction to Computers,3,T. Sobers,"01/11/2021-05/08/2021 Online Class Days to be Announced, Times to be AnnouncedOnline, Room ONLINE
01/11/2021-05/08/2021 Online Lab Days to be Announced, Times to be AnnouncedOnline, Room ONLINE",Internet/Distance Learning
Durham Technical Community College,CIS-110-192 (0914) Introduction to Computers,3,T. Sobers,"01/11/2021-05/08/2021 Online Class Days to be Announced, Times to be AnnouncedOnline, Room ONLINE
01/11/2021-05/08/2021 Online Lab Days to be Announced, Times to be AnnouncedOnline, Room ONLINE",Internet/Distance Learning
Durham Technical Community College,CIS-110-194A (0915) Introduction to Computers,3,M. Mason,"01/11/2021-03/08/2021 Online Class Days to be Announced, Times to be AnnouncedOnline, Room ONLINE
01/11/2021-03/08/2021 Online Lab Days to be Announced, Times to be AnnouncedOnline, Room ONLINE",Internet/Distance Learning
Durham Technical Community College,CIS-110-195B (0916) Introduction to Computers,3,M. Mason,"03/15/2021-05/08/2021 Online Class Days to be Announced, Times to be AnnouncedOnline, Room ONLINE
03/15/2021-05/08/2021 Online Lab Days to be Announced, Times to be AnnouncedOnline, Room ONLINE",Internet/Distance Learning
Durham Technical Community College,CIS-110-450 (0917) Introduction to Computers,3,H. Holloway,"01/11/2021-05/08/2021 Online Class Days to be Announced, Times to be AnnouncedOnline, Room ONLINE
01/11/2021-05/08/2021 Online Lab Days to be Announced, Times to be AnnouncedOnline, Room ONLINE",Internet/Distance Learning
Durham Technical Community College,CIS-113-090 (0918) Computer Basics,1,J. Hurlburt,"01/11/2021-05/08/2021 Online Lab Days to be Announced, Times to be AnnouncedOnline, Room ONLINE",Internet/Distance Learning
Durham Technical Community College,CJC-110-701 (2247) Basic Law Enforcement BLET,20,To be Announced,"01/05/2021-06/04/2021 Classroom Hours Monday, Tuesday, Wednesday, Thursday, Friday 07:30AM - 09:30AM, Orange County Campus, Room 215
01/05/2021-06/04/2021 Lab/Shop Hours Monday, Tuesday, Wednesday, Thursday, Friday 09:30AM - 05:00PM, Orange County Campus, Room 215",Orange County Campus
Durham Technical Community College,CJC-110-702 (2248) Basic Law Enforcement BLET,20,To be Announced,"01/05/2021-06/04/2021 Classroom Hours Monday, Tuesday, Wednesday, Thursday, Friday 07:30AM - 09:30AM, Orange County Campus, Room 215
01/05/2021-06/04/2021 Lab/Shop Hours Monday, Tuesday, Wednesday, Thursday, Friday 09:30AM - 05:00PM, Orange County Campus, Room 215",Orange County Campus
Durham Technical Community College,CJC-111-390A (0919) Intro to Criminal Justice,3,To be Announced,"01/11/2021-03/08/2021 Online Class Days to be Announced, Times to be AnnouncedOnline, Room ONLINE",Internet/Distance Learning
Durham Technical Community College,CJC-111-391B (0920) Intro to Criminal Justice,3,To be Announced,"03/15/2021-05/08/2021 Online Class Days to be Announced, Times to be AnnouncedOnline, Room ONLINE",Internet/Distance Learning
Durham Technical Community College,CJC-113-201 (0921) Juvenile Justice,3,To be Announced,"01/11/2021-05/08/2021 Online Class Days to be Announced, Times to be AnnouncedOnline, Room ONLINE",Internet/Distance Learning
Durham Technical Community College,CJC-113-290A (0922) Juvenile Justice,3,To be Announced,"01/11/2021-03/08/2021 Online Class Days to be Announced, Times to be AnnouncedOnline, Room ONLINE",Internet/Distance Learning
Durham Technical Community College,CJC-131-201 (0923) Criminal Law,3,To be Announced,"01/11/2021-05/08/2021 Online Class Days to be Announced, Times to be AnnouncedOnline, Room ONLINE",Internet/Distance Learning
Durham Technical Community College,CJC-131-290 (0924) Criminal Law,3,To be Announced,"01/11/2021-05/08/2021 Online Class Days to be Announced, Times to be AnnouncedOnline, Room ONLINE",Internet/Distance Learning
Durham Technical Community College,CJC-132-201 (0925) Court Procedure & Evidence,3,To be Announced,"01/11/2021-05/08/2021 Online Class Days to be Announced, Times to be AnnouncedOnline, Room ONLINE",Internet/Distance Learning
Durham Technical Community College,CJC-132-290 (0926) Court Procedure & Evidence,3,To be Announced,"01/11/2021-05/08/2021 Online Class Days to be Announced, Times to be AnnouncedOnline, Room ONLINE",Internet/Distance Learning
Durham Technical Community College,CJC-141-301 (0927) Corrections,3,To be Announced,"01/11/2021-05/08/2021 Online Class Days to be Announced, Times to be AnnouncedOnline, Room ONLINE",Internet/Distance Learning
Durham Technical Community College,CJC-141-390B (0928) Corrections,3,To be Announced,"03/15/2021-05/08/2021 Online Class Days to be Announced, Times to be AnnouncedOnline, Room ONLINE",Internet/Distance Learning
Durham Technical Community College,CJC-170-290A (0929) Critical Incident Mgmt Pub Saf,3,To be Announced,"01/11/2021-03/08/2021 Online Class Days to be Announced, Times to be AnnouncedOnline, Room ONLINE",Internet/Distance Learning
Durham Technical Community College,CJC-214-290A (0930) Victimology,3,To be Announced,"01/11/2021-03/08/2021 Online Class Days to be Announced, Times to be AnnouncedOnline, Room ONLINE",Internet/Distance Learning
Durham Technical Community College,CJC-215-290B (0931) Organization & Administration,3,To be Announced,"03/15/2021-05/08/2021 Online Class Days to be Announced, Times to be AnnouncedOnline, Room ONLINE",Internet/Distance Learning
Durham Technical Community College,CJC-221-290 (0932) Investigative Principles,4,To be Announced,"01/11/2021-05/08/2021 Online Class Days to be Announced, Times to be AnnouncedOnline, Room ONLINE
01/11/2021-05/08/2021 Online Lab Days to be Announced, Times to be AnnouncedOnline, Room ONLINE",Internet/Distance Learning
Durham Technical Community College,CJC-231-201 (0933) Constitutional Law,3,To be Announced,"01/11/2021-05/08/2021 Online Class Days to be Announced, Times to be AnnouncedOnline, Room ONLINE",Internet/Distance Learning
Durham Technical Community College,CJC-231-290 (0934) Constitutional Law,3,To be Announced,"01/11/2021-05/08/2021 Online Class Days to be Announced, Times to be AnnouncedOnline, Room ONLINE",Internet/Distance Learning
Durham Technical Community College,COM-120-190 (2653) Intro Interpersonal Com,3,K. Ridgell,"01/11/2021-05/08/2021 Classroom Hours Days to be Announced, Times to be AnnouncedOnline, Room ONLINE",Internet/Distance Learning
Durham Technical Community College,COM-150-190B (0936) Intro. to Mass Comm.,3,To be Announced,"03/15/2021-05/08/2021 Online Class Days to be Announced, Times to be AnnouncedOnline, Room ONLINE",Internet/Distance Learning
Durham Technical Community College,COM-231-101 (0937) Public Speaking,3,J. Moldoff,"01/11/2021-05/08/2021 Online Class Days to be Announced, Times to be AnnouncedOnline, Room ONLINE",Internet/Distance Learning
Durham Technical Community College,COM-231-102 (0938) Public Speaking,3,J. Moldoff,"01/11/2021-05/08/2021 Online Class Days to be Announced, Times to be AnnouncedOnline, Room ONLINE",Internet/Distance Learning
Durham Technical Community College,COM-231-103 (0939) Public Speaking,3,J. Moldoff,"01/11/2021-05/08/2021 Online Class Days to be Announced, Times to be AnnouncedOnline, Room ONLINE",Internet/Distance Learning
Durham Technical Community College,COM-231-104 (0940) Public Speaking,3,S. Mack,"01/11/2021-05/08/2021 Online Class Days to be Announced, Times to be AnnouncedOnline, Room ONLINE",Internet/Distance Learning
Durham Technical Community College,COM-231-105 (0941) Public Speaking,3,T. George,"01/11/2021-05/08/2021 Online Class Days to be Announced, Times to be AnnouncedOnline, Room ONLINE",Internet/Distance Learning
Durham Technical Community College,COM-231-106 (0942) Public Speaking,3,K. Ridgell,"01/11/2021-05/08/2021 Online Class Days to be Announced, Times to be AnnouncedOnline, Room ONLINE",Internet/Distance Learning
Durham Technical Community College,COM-231-107A (0943) Public Speaking,3,E. Priola,"01/11/2021-03/08/2021 Online Class Days to be Announced, Times to be AnnouncedOnline, Room ONLINE",Internet/Distance Learning
Durham Technical Community College,COM-231-108B (0944) Public Speaking,3,E. Priola,"03/15/2021-05/08/2021 Online Class Days to be Announced, Times to be AnnouncedOnline, Room ONLINE",Internet/Distance Learning
Durham Technical Community College,COM-231-109 (0945) Public Speaking,3,T. George,"01/11/2021-05/08/2021 Online Class Days to be Announced, Times to be AnnouncedOnline, Room ONLINE",Internet/Distance Learning
Durham Technical Community College,COM-231-111 (0946) Public Speaking,3,B. Miller,"01/11/2021-05/08/2021 Online Class Days to be Announced, Times to be AnnouncedOnline, Room ONLINE",Internet/Distance Learning
Durham Technical Community College,COM-231-112 (0947) Public Speaking,3,To be Announced,"01/11/2021-05/08/2021 Online Class Days to be Announced, Times to be AnnouncedOnline, Room ONLINE",Internet/Distance Learning
Durham Technical Community College,COM-231-130 (0948) Public Speaking,3,K. Ridgell,"01/11/2021-05/08/2021 Online Class Days to be Announced, Times to be AnnouncedOnline, Room ONLINE",Internet/Distance Learning
Durham Technical Community College,COM-231-190 (0949) Public Speaking,3,M. Montague,"01/11/2021-05/08/2021 Online Class Days to be Announced, Times to be AnnouncedOnline, Room ONLINE",Internet/Distance Learning
Durham Technical Community College,COM-231-191 (0950) Public Speaking,3,B. Miller,"01/11/2021-05/08/2021 Online Class Days to be Announced, Times to be AnnouncedOnline, Room ONLINE",Internet/Distance Learning
Durham Technical Community College,COM-231-192 (0951) Public Speaking,3,J. Gilbert,"01/11/2021-05/08/2021 Online Class Days to be Announced, Times to be AnnouncedOnline, Room ONLINE",Internet/Distance Learning
Durham Technical Community College,CSC-118-090 (2098) Swift Programming I,3,R. Tillies,"01/11/2021-05/08/2021 Online Class Days to be Announced, Times to be AnnouncedOnline, Room ONLINE
01/11/2021-05/08/2021 Online Lab Days to be Announced, Times to be AnnouncedOnline, Room ONLINE",Internet/Distance Learning
Durham Technical Community College,CSC-118-091 (2099) Swift Programming I,3,R. Tillies,"01/11/2021-05/08/2021 Online Class Days to be Announced, Times to be AnnouncedOnline, Room ONLINE
01/11/2021-05/08/2021 Online Lab Days to be Announced, Times to be AnnouncedOnline, Room ONLINE",Internet/Distance Learning
Durham Technical Community College,CSC-121-400 (0954) Python Programming,3,L. Tomek,"01/11/2021-05/08/2021 Online Class Days to be Announced, Times to be AnnouncedOnline, Room ONLINE
01/11/2021-05/08/2021 Online Lab Days to be Announced, Times to be AnnouncedOnline, Room ONLINE",Internet/Distance Learning
Durham Technical Community College,CSC-134-101 (0956) C++ Programming,3,J. Rhoades,"01/11/2021-05/08/2021 Online Class Tuesday 03:15PM - 04:55PM, Online, Room ONLINE
01/11/2021-05/08/2021 Online Lab Days to be Announced, Times to be AnnouncedOnline, Room ONLINE",Internet/Distance Learning
Durham Technical Community College,CSC-151-450 (0957) JAVA Programming,3,D. Sommerfeldt,"01/11/2021-05/08/2021 Online Class Days to be Announced, Times to be AnnouncedOnline, Room ONLINE
01/11/2021-05/08/2021 Online Lab Days to be Announced, Times to be AnnouncedOnline, Room ONLINE",Internet/Distance Learning
Durham Technical Community College,CSC-151-451 (0958) JAVA Programming,3,K. Schnell,"01/11/2021-05/08/2021 Online Class Days to be Announced, Times to be AnnouncedOnline, Room ONLINE
01/11/2021-05/08/2021 Online Lab Days to be Announced, Times to be AnnouncedOnline, Room ONLINE",Internet/Distance Learning
Durham Technical Community College,CSC-151-760 (0959) JAVA Programming,3,K. Schnell,"01/11/2021-05/08/2021 Online Class Days to be Announced, Times to be AnnouncedOnline, Room ONLINE
01/11/2021-05/08/2021 Online Lab Days to be Announced, Times to be AnnouncedOnline, Room ONLINE",Internet/Distance Learning
Durham Technical Community College,CSC-152-090 (0960) SAS,3,A. Spratley,"01/11/2021-05/08/2021 Online Class Days to be Announced, Times to be AnnouncedOnline, Room ONLINE
01/11/2021-05/08/2021 Online Lab Days to be Announced, Times to be AnnouncedOnline, Room ONLINE",Internet/Distance Learning
Durham Technical Community College,CSC-152-091 (0961) SAS,3,A. Spratley,"01/11/2021-05/08/2021 Online Class Days to be Announced, Times to be AnnouncedOnline, Room ONLINE
01/11/2021-05/08/2021 Online Lab Days to be Announced, Times to be AnnouncedOnline, Room ONLINE",Internet/Distance Learning
Durham Technical Community College,CSC-251-400 (0962) Advanced JAVA Programming,3,D. Sommerfeldt,"01/11/2021-05/08/2021 Online Class Days to be Announced, Times to be AnnouncedOnline, Room ONLINE
01/11/2021-05/08/2021 Online Lab Days to be Announced, Times to be AnnouncedOnline, Room ONLINE",Internet/Distance Learning
Durham Technical Community College,CSC-253-090 (0963) Advanced C# Programming,3,D. Sommerfeldt,"01/11/2021-05/08/2021 Online Class Days to be Announced, Times to be AnnouncedOnline, Room ONLINE
01/11/2021-05/08/2021 Online Lab Days to be Announced, Times to be AnnouncedOnline, Room ONLINE",Internet/Distance Learning
Durham Technical Community College,"CTI-110-400 (0964) Web, Pgm, & Db Foundation",3,D. Sommerfeldt,"01/11/2021-05/08/2021 Online Class Days to be Announced, Times to be AnnouncedOnline, Room ONLINE
01/11/2021-05/08/2021 Online Lab Days to be Announced, Times to be AnnouncedOnline, Room ONLINE",Internet/Distance Learning
