Column1,college,section,credits,instructor,dates,location
8534,Gaston College,MTH-120-D7A (075753) Ther Massage Applications,10,"J. Coleman, D. Whitesides, M. Phillips (more)","08/20/2020-12/16/2020 Classroom Hours Monday, Tuesday, Wednesday 05:00PM - 07:05PM, Virtual Class, Room VIRT (more)...Important Information: Class will meet on the designated day(s)/times(s) via an online platform (Zoom, Bb Collaborate, etc.); attendance will be required. Lab & Clinical will be held on the designated day(s)/time(s) on campus.",Main Campus
8535,Gaston College,MTH-121-D01 (075756) Clinical Supplement I,1,"M. Phillips, J. Coleman, S. Ross, D. W (more)","08/22/2020-12/12/2020 Clinical Hours Saturday 01:00PM - 04:35PM, David Belk Cannon Health Ed in, Room 193",Main Campus
8536,Gaston College,MTH-210-D7A (075751) Adv Skills of Massage,8,"M. Phillips, S. Ross","08/20/2020-12/16/2020 Classroom Hours Tuesday, Thursday 09:00AM - 11:17AM, Virtual Class, Room VIRT (more)...Important Information: Class will meet on the designated day(s)/times(s) via an online platform (Zoom, Bb Collaborate, etc.); attendance will be required. Lab & Clinical will be held on the designated day(s)/time(s) on campus.",Main Campus
8537,Gaston College,MTH-221-D01 (075752) Clinical Supplement II,2,"M. Phillips, J. Coleman, S. Ross, D. W (more)","08/20/2020-12/16/2020 Clinical Hours Saturday 09:00AM - 01:00PM, David Belk Cannon Health Ed in, Room 193 (more)...",Main Campus
8538,Gaston College,MUS-110-D6B (075507) Music Appreciation,3,J. Denson,"09/08/2020-12/16/2020 Online Class Days to be Announced, Times to be AnnouncedOnline Courses, Room CLASSImportant Information: This course begins September 8.Course orientation will be provided online.",Main Campus
8539,Gaston College,MUS-110-D6C (075508) Music Appreciation,3,J. Denson,"09/08/2020-12/16/2020 Online Class Days to be Announced, Times to be AnnouncedOnline Courses, Room CLASSImportant Information: This course begins September 8.Course orientation will be provided online.",Main Campus
8540,Gaston College,MUS-110-D6D (076348) Music Appreciation,3,J. Porter,"08/20/2020-12/16/2020 Online Class Days to be Announced, Times to be AnnouncedOnline Courses, Room CLASSImportant Information: Course orientation will be provided online.",Main Campus
8541,Gaston College,MUS-110-D6E (076349) Music Appreciation,3,J. Porter,"08/20/2020-12/16/2020 Online Class Days to be Announced, Times to be AnnouncedOnline Courses, Room CLASSImportant Information: Course orientation will be provided online.",Main Campus
8542,Gaston College,MUS-110-D6F (076350) Music Appreciation,3,J. Porter,"08/20/2020-12/16/2020 Online Class Days to be Announced, Times to be AnnouncedOnline Courses, Room CLASSImportant Information: Course orientation will be provided online.",Main Campus
8543,Gaston College,MUS-110-D6G (076351) Music Appreciation,3,J. Porter,"08/20/2020-12/16/2020 Online Class Days to be Announced, Times to be AnnouncedOnline Courses, Room CLASSImportant Information: Course orientation will be provided online.",Main Campus
8544,Gaston College,MUS-110-D6H (076356) Music Appreciation,3,E. Lemke,"08/20/2020-12/16/2020 Online Class Days to be Announced, Times to be AnnouncedOnline Courses, Room CLASSImportant Information: Course orientation will be provided online.",Main Campus
8545,Gaston College,MUS-110-D6I (076696) Music Appreciation,3,J. Porter,"09/08/2020-12/16/2020 Online Class Days to be Announced, Times to be AnnouncedOnline Courses, Room CLASSImportant Information: This course begins September 8.Course orientation will be provided online.",Main Campus
8546,Gaston College,MUS-110-M6B (076463) Music Appreciation,3,J. Denson,"09/25/2020-10/30/2020 Online Class Days to be Announced, Times to be AnnouncedOnline Courses, Room CLASSImportant Information: This course begins September 25and ends October 30. Course orientation will be provided online.",Main Campus
8547,Gaston College,MUS-110-P6B (075515) Music Appreciation,3,J. Denson,"09/08/2020-12/16/2020 Online Class Days to be Announced, Times to be AnnouncedOnline Courses, Room CLASSImportant Information: This course begins September 8.Course orientation will be provided online.",Main Campus
8548,Gaston College,MUS-110-P6C (075516) Music Appreciation,3,J. Denson,"09/08/2020-12/16/2020 Online Class Days to be Announced, Times to be AnnouncedOnline Courses, Room CLASSImportant Information: This course begins September 8.Course orientation will be provided online.",Main Campus
8549,Gaston College,MUS-112-D6B (075523) Introduction to Jazz,3,J. Denson,"09/08/2020-12/16/2020 Online Class Days to be Announced, Times to be AnnouncedOnline Courses, Room CLASSImportant Information: This course begins September 8.Course orientation will be provided online.",Main Campus
8550,Gaston College,MUS-112-D6C (076352) Introduction to Jazz,3,J. Porter,"08/20/2020-12/16/2020 Classroom Hours Days to be Announced, Times to be AnnouncedOnline Courses, Room CLASSImportant Information: Course orientation will be provided online.",Main Campus
8551,Gaston College,NET-226-D8B (076310) Routing and Switching II,3,C. Warren,"08/20/2020-12/16/2020 Classroom Hours Monday 10:30AM - 11:30AM, Comer Engineering Technologies, Room 103 (more)...Important Information: To promote social distancing, half of this class will meet on Monday (section D8B) and half will meet on Wednesday (section D8C). Students should only register for one section.  This class requires additional coursework to be conducted via the Internet.",Main Campus
8552,Gaston College,NET-226-D8C (076311) Routing and Switching II,3,C. Warren,"08/20/2020-12/16/2020 Classroom Hours Wednesday 10:30AM - 11:30AM, Comer Engineering Technologies, Room 103 (more)...Important Information: To promote social distancing, half of this class will meet on Monday (section D8B) and half will meet on Wednesday (section D8C). Students should only register for one section.  This class requires additional coursework to be conducted via the Internet.",Main Campus
8553,Gaston College,NOS-110-D6A (075510) Operating Systems Concepts,3,K. Hinson,"08/20/2020-12/16/2020 Online Class Days to be Announced, Times to be AnnouncedOnline Courses, Room CLASS (more)...Important Information: Course orientation will be provided online.",Main Campus
8554,Gaston College,NOS-230-D6A (075512) Windows Administration I,3,C. Warren,"08/20/2020-12/16/2020 Online Class Days to be Announced, Times to be AnnouncedOnline Courses, Room CLASS (more)...Important Information: Course orientation will be provided online.",Main Campus
8555,Gaston College,NUR-101-L8A (075737) Practical Nursing I,11,"S. Ferguson, M. West, S. Simpson, M. L (more)","08/20/2020-12/16/2020 Classroom Hours Monday, Tuesday 08:30AM - 01:14PM, Lincoln Campus, Room 304 (more)...Important Information: This course requires additional coursework to be conducted via the Internet. This class will include a 60 minute lunch break. Due to Covid-19 seating restrictions, this class will meet at the Dallas Campus.",Lincoln Campus
8556,Gaston College,NUR-101-L8B (075740) Practical Nursing I,11,"S. Ferguson, M. West, S. Simpson, M. L (more)","08/20/2020-12/16/2020 Classroom Hours Monday, Tuesday 04:00PM - 07:44PM, Lincoln Campus, Room 304 (more)...Important Information: This course requires additional coursework to be conducted via the Internet.",Lincoln Campus
8557,Gaston College,NUR-111-D8A (075732) Intro to Health Concepts,8,"E. Rayfield, J. Goodson, S. Langheld,  (more)","08/20/2020-12/16/2020 Classroom Hours Wednesday, Thursday 08:30AM - 10:45AM, David Belk Cannon Health Ed in, Room 119 (more)...Important Information: This course requires additional coursework to be conducted via the Internet.",Main Campus
8558,Gaston College,NUR-113-D8B (076774) Family Health Concepts,5,"S. Langheld, H. Porter, C. Page","08/20/2020-10/22/2020 Classroom Hours Monday, Tuesday 08:30AM - 12:05PM, David Belk Cannon Health Ed in, Room 218 (more)...Important Information: This course requires additional coursework to be conducted via the Internet.",Main Campus
8559,Gaston College,NUR-212-D8B (076773) Health System Concepts,5,"H. Porter, C. Page","08/20/2020-10/22/2020 Classroom Hours Wednesday, Thursday 08:30AM - 11:52AM, David Belk Cannon Health Ed in, Room 218 (more)...Important Information: This course requires additional coursework to be conducted via the Internet.",Main Campus
8560,Gaston College,NUR-221-D7A (075736) LPN to ADN Concepts I,9,"R. Childers, J. Sutton, S. Owens, Y. B (more)","08/20/2020-12/16/2020 Classroom Hours Monday, Tuesday, Wednesday, Thursday, Friday Times to be AnnouncedDavid Belk Cannon Health Ed in, Room 217 (more)...Important Information: This course requires additional coursework to be conducted via the Internet.",Main Campus
8561,Gaston College,OST-130-D6A (074999) Comprehensive Keyboarding,3,L. Martin,"08/20/2020-12/16/2020 Online Class Days to be Announced, Times to be AnnouncedOnline Courses, Room CLASS (more)...Important Information: Course orientation will be provided online.",Main Campus
8562,Gaston College,OST-130-D6B (075000) Comprehensive Keyboarding,3,P. Brower,"09/08/2020-12/16/2020 Online Class Days to be Announced, Times to be AnnouncedOnline Courses, Room CLASS (more)...Important Information: This course begins September 8.Course orientation will be provided online.",Main Campus
8563,Gaston College,OST-130-D6E (076647) Comprehensive Keyboarding,3,L. Martin,"09/08/2020-12/16/2020 Online Class Days to be Announced, Times to be AnnouncedOnline Courses, Room CLASS (more)...Important Information: This class begins September 8.Course Orientation will be providedonline.",Main Campus
8564,Gaston College,OST-134-D6A (075003) Text Entry & Formatting,3,L. Martin,"09/08/2020-12/16/2020 Online Class Days to be Announced, Times to be AnnouncedOnline Courses, Room CLASS (more)...Important Information: This course begins September 8.Course orientation will be provided online.",Main Campus
8565,Gaston College,OST-135-D6A (075005) Adv Text Entry & Format,3,K. Duncan,"08/20/2020-12/16/2020 Online Class Days to be Announced, Times to be AnnouncedOnline Courses, Room CLASS (more)...Important Information: Course orientation will be provided online.",Main Campus
8566,Gaston College,OST-136-D6A (075006) Word Processing,3,P. Brower,"08/20/2020-12/16/2020 Online Class Days to be Announced, Times to be AnnouncedOnline Courses, Room CLASS (more)...Important Information: Course orientation will be provided online.",Main Campus
8567,Gaston College,OST-137-D6A (075007) Office Applications I,3,L. Martin,"08/20/2020-12/16/2020 Online Class Days to be Announced, Times to be AnnouncedOnline Courses, Room CLASS (more)...Important Information: Course orientation will be provided online.",Main Campus
8568,Gaston College,OST-137-D6B (075008) Office Applications I,3,P. Brower,"09/08/2020-12/16/2020 Online Class Days to be Announced, Times to be AnnouncedOnline Courses, Room CLASS (more)...Important Information: This course begins September 8.Course orientation will be provided online.",Main Campus
8569,Gaston College,OST-137-D6D (076333) Office Applications I,3,A. Painter,"10/19/2020-12/16/2020 Online Class Days to be Announced, Times to be AnnouncedOnline Courses, Room CLASS (more)...Important Information: This course begins October 19.Course orientation will be provided online.",Main Campus
8570,Gaston College,OST-137-D6F (076650) Office Applications I,3,L. Martin,"09/08/2020-12/16/2020 Online Class Days to be Announced, Times to be AnnouncedOnline Courses, Room CLASS (more)...Important Information: This class begins September 8.Course orientation will be provided online.",Main Campus
8571,Gaston College,OST-138-D6A (075126) Office Applications II,3,A. Painter,"08/20/2020-12/16/2020 Online Class Days to be Announced, Times to be AnnouncedOnline Courses, Room CLASS (more)...Important Information: Course orientation will be provided online.",Main Campus
8572,Gaston College,OST-140-D6A (075130) Internet Comm/Research,2,P. Brower,"08/20/2020-12/16/2020 Online Class Days to be Announced, Times to be AnnouncedOnline Courses, Room CLASS (more)...Important Information: Course orientation will be provided online.",Main Campus
8573,Gaston College,OST-141-D6A (075143) Med Office Terms I,3,R. Anthony,"08/20/2020-12/16/2020 Classroom Hours Days to be Announced, Times to be AnnouncedOnline Courses, Room CLASSImportant Information: Course orientation will be provided online.",Main Campus
8574,Gaston College,OST-141-D6B (075145) Med Office Terms I,3,R. Anthony,"09/08/2020-12/16/2020 Online Class Days to be Announced, Times to be AnnouncedOnline Courses, Room CLASSImportant Information: This course begins September 8.Course orientation will be provided online.",Main Campus
